hedId	rdfs:label	Level	omn:SubClassOf	Attributes	dc:description	omn:EquivalentTo
	Sleep-walking	2	Sleep-related-episode		Episodes characterized by ambulation during sleep; the patient is difficult to arouse during an episode, and is usually amnesic following the episode. Episodes usually occur in the first third of the night during slow wave sleep. Polysomnographic recordings demonstrate 2 abnormalities during the first sleep cycle: frequent, brief, non-behavioral EEG-defined arousals prior to the somnambulistic episode and abnormally low gamma (0.75-2.0 Hz) EEG power on spectral analysis, correlating with high-voltage (hyper-synchronic gamma) waves lasting 10 to 15 s occurring just prior to the movement. This is followed by stage I NREM sleep, and there is no evidence of complete awakening.	
	Pediatric-episode	1	Episode	suggestedTag=Episode-phase, suggestedTag=Finding-significance-to-recording, suggestedTag=Episode-consciousness, suggestedTag=Episode-awareness, suggestedTag=Clinical-EEG-temporal-relationship, suggestedTag=Episode-event-count, suggestedTag=State-episode-start, suggestedTag=Episode-postictal-phase, suggestedTag=Episode-prodrome, suggestedTag=Episode-tongue-biting		"Episode and (suggestedTag value ""Episode-phase"") and (suggestedTag value ""Finding-significance-to-recording"") and (suggestedTag value ""Episode-consciousness"") and (suggestedTag value ""Episode-awareness"") and (suggestedTag value ""Clinical-EEG-temporal-relationship"") and (suggestedTag value ""Episode-event-count"") and (suggestedTag value ""State-episode-start"") and (suggestedTag value ""Episode-postictal-phase"") and (suggestedTag value ""Episode-prodrome"") and (suggestedTag value ""Episode-tongue-biting"")"
	Hyperekplexia	2	Pediatric-episode		Disorder characterized by exaggerated startle response and hypertonicity that may occur during the first year of life and in severe cases during the neonatal period. Children usually present with marked irritability and recurrent startles in response to handling and sounds. Severely affected infants can have severe jerks and stiffening, sometimes with breath-holding spells.	
	Jactatio-capitis-nocturna	2	Pediatric-episode		Relatively common in normal children at the time of going to bed, especially during the first year of life, the rhythmic head movements persist during sleep. Usually, these phenomena disappear before 3 years of age.	
	Pavor-nocturnus	2	Pediatric-episode		A nocturnal episode characterized by age of onset of less than five years (mean age 18 months, with peak prevalence at five to seven years), appearance of signs of panic two hours after falling asleep with crying, screams, a fearful expression, inability to recognize other people including parents (for a duration of 5-15 minutes), amnesia upon awakening. Pavor nocturnus occurs in patients almost every night for months or years (but the frequency is highly variable and may be as low as once a month) and is likely to disappear spontaneously at the age of six to eight years.	
	Pediatric-stereotypical-behavior-episode	2	Pediatric-episode		Repetitive motor behavior in children, typically rhythmic and persistent; usually not paroxysmal and rarely suggest epilepsy. They include headbanging, head-rolling, jactatio capitis nocturna, body rocking, buccal or lingual movements, hand flapping and related mannerisms, repetitive hand-waving (to self-induce photosensitive seizures).	
	Paroxysmal-motor-event	1	Episode	suggestedTag=Episode-phase, suggestedTag=Finding-significance-to-recording, suggestedTag=Episode-consciousness, suggestedTag=Episode-awareness, suggestedTag=Clinical-EEG-temporal-relationship, suggestedTag=Episode-event-count, suggestedTag=State-episode-start, suggestedTag=Episode-postictal-phase, suggestedTag=Episode-prodrome, suggestedTag=Episode-tongue-biting	Paroxysmal phenomena during neonatal or childhood periods characterized by recurrent motor or behavioral signs or symptoms that must be distinguishes from epileptic disorders.	"Episode and (suggestedTag value ""Episode-phase"") and (suggestedTag value ""Finding-significance-to-recording"") and (suggestedTag value ""Episode-consciousness"") and (suggestedTag value ""Episode-awareness"") and (suggestedTag value ""Clinical-EEG-temporal-relationship"") and (suggestedTag value ""Episode-event-count"") and (suggestedTag value ""State-episode-start"") and (suggestedTag value ""Episode-postictal-phase"") and (suggestedTag value ""Episode-prodrome"") and (suggestedTag value ""Episode-tongue-biting"")"
	Syncope	1	Episode	suggestedTag=Episode-phase, suggestedTag=Finding-significance-to-recording, suggestedTag=Episode-consciousness, suggestedTag=Episode-awareness, suggestedTag=Clinical-EEG-temporal-relationship, suggestedTag=Episode-event-count, suggestedTag=State-episode-start, suggestedTag=Episode-postictal-phase, suggestedTag=Episode-prodrome, suggestedTag=Episode-tongue-biting	Episode with loss of consciousness and muscle tone that is abrupt in onset, of short duration and followed by rapid recovery; it occurs in response to transient impairment of cerebral perfusion. Typical prodromal symptoms often herald onset of syncope and postictal symptoms are minimal. Syncopal convulsions resulting from cerebral anoxia are common but are not a form of epilepsy, nor are there any accompanying EEG ictal discharges.	"Episode and (suggestedTag value ""Episode-phase"") and (suggestedTag value ""Finding-significance-to-recording"") and (suggestedTag value ""Episode-consciousness"") and (suggestedTag value ""Episode-awareness"") and (suggestedTag value ""Clinical-EEG-temporal-relationship"") and (suggestedTag value ""Episode-event-count"") and (suggestedTag value ""State-episode-start"") and (suggestedTag value ""Episode-postictal-phase"") and (suggestedTag value ""Episode-prodrome"") and (suggestedTag value ""Episode-tongue-biting"")"
	Cataplexy	1	Episode	suggestedTag=Episode-phase, suggestedTag=Finding-significance-to-recording, suggestedTag=Episode-consciousness, suggestedTag=Episode-awareness, suggestedTag=Clinical-EEG-temporal-relationship, suggestedTag=Episode-event-count, suggestedTag=State-episode-start, suggestedTag=Episode-postictal-phase, suggestedTag=Episode-prodrome, suggestedTag=Episode-tongue-biting	A sudden decrement in muscle tone and loss of deep tendon reflexes, leading to muscle weakness, paralysis, or postural collapse. Cataplexy usually is precipitated by an outburst of emotional expression-notably laughter, anger, or startle. It is one of the tetrad of symptoms of narcolepsy. During cataplexy, respiration and voluntary eye movements are not compromised. Consciousness is preserved.	"Episode and (suggestedTag value ""Episode-phase"") and (suggestedTag value ""Finding-significance-to-recording"") and (suggestedTag value ""Episode-consciousness"") and (suggestedTag value ""Episode-awareness"") and (suggestedTag value ""Clinical-EEG-temporal-relationship"") and (suggestedTag value ""Episode-event-count"") and (suggestedTag value ""State-episode-start"") and (suggestedTag value ""Episode-postictal-phase"") and (suggestedTag value ""Episode-prodrome"") and (suggestedTag value ""Episode-tongue-biting"")"
	Other-episode	1	Episode	requireChild		Episode and (requireChild value true)
	Other-episode-#	2	Other-episode	takesValue, valueClass=textClass	Free text.	"Other-episode and (takesValue value true) and (valueClass value ""textClass"")"
	Finding-property	0	HedTag		Descriptive element similar to main HED /Property. Something that pertains to a thing. A characteristic of some entity. A quality or feature regarded as a characteristic or inherent part of someone or something. HED attributes are adjectives or adverbs.	HedTag and (inHedSchema some ScoreSchema)
	Signal-morphology-property	1	Finding-property		Signal morphology pertains to the visual and occasionally structural attributes employed for the description and characterization of findings.	
	Rhythmic-activity-morphology	2	Signal-morphology-property		EEG activity consisting of a sequence of waves approximately constant period.	
	Delta-activity-morphology	3	Rhythmic-activity-morphology	suggestedTag=Finding-frequency, suggestedTag=Finding-amplitude	EEG rhythm in the delta (under 4 Hz) range that does not belong to the posterior dominant rhythm (scored under other organized rhythms).	"Rhythmic-activity-morphology and (suggestedTag value ""Finding-frequency"") and (suggestedTag value ""Finding-amplitude"")"
	Delta-activity-morphology-#	4	Delta-activity-morphology	takesValue, valueClass=textClass	Free text.	"Delta-activity-morphology and (takesValue value true) and (valueClass value ""textClass"")"
	Theta-activity-morphology	3	Rhythmic-activity-morphology	suggestedTag=Finding-frequency, suggestedTag=Finding-amplitude	EEG rhythm in the theta (4-8 Hz) range that does not belong to the posterior dominant rhythm (scored under other organized rhythm).	"Rhythmic-activity-morphology and (suggestedTag value ""Finding-frequency"") and (suggestedTag value ""Finding-amplitude"")"
	Theta-activity-morphology-#	4	Theta-activity-morphology	takesValue, valueClass=textClass	Free text.	"Theta-activity-morphology and (takesValue value true) and (valueClass value ""textClass"")"
	Alpha-activity-morphology	3	Rhythmic-activity-morphology	suggestedTag=Finding-frequency, suggestedTag=Finding-amplitude	EEG rhythm in the alpha range (8-13 Hz) which is considered part of the background (ongoing) activity but does not fulfill the criteria of the posterior dominant rhythm (alpha rhythm).	"Rhythmic-activity-morphology and (suggestedTag value ""Finding-frequency"") and (suggestedTag value ""Finding-amplitude"")"
	Alpha-activity-morphology-#	4	Alpha-activity-morphology	takesValue, valueClass=textClass	Free text.	"Alpha-activity-morphology and (takesValue value true) and (valueClass value ""textClass"")"
	Beta-activity-morphology	3	Rhythmic-activity-morphology	suggestedTag=Finding-frequency, suggestedTag=Finding-amplitude	EEG rhythm between 14 and 40 Hz, which is considered part of the background (ongoing) activity but does not fulfill the criteria of the posterior dominant rhythm. Most characteristically: a rhythm from 14 to 40 Hz recorded over the fronto-central regions of the head during wakefulness. Amplitude of the beta rhythm varies but is mostly below 30 microV. Other beta rhythms are most prominent in other locations or are diffuse.	"Rhythmic-activity-morphology and (suggestedTag value ""Finding-frequency"") and (suggestedTag value ""Finding-amplitude"")"
	Beta-activity-morphology-#	4	Beta-activity-morphology	takesValue, valueClass=textClass	Free text.	"Beta-activity-morphology and (takesValue value true) and (valueClass value ""textClass"")"
	Gamma-activity-morphology	3	Rhythmic-activity-morphology	suggestedTag=Finding-frequency, suggestedTag=Finding-amplitude		"Rhythmic-activity-morphology and (suggestedTag value ""Finding-frequency"") and (suggestedTag value ""Finding-amplitude"")"
	Gamma-activity-morphology-#	4	Gamma-activity-morphology	takesValue, valueClass=textClass	Free text.	"Gamma-activity-morphology and (takesValue value true) and (valueClass value ""textClass"")"
	Spike-morphology	2	Signal-morphology-property		A transient, clearly distinguished from background activity, with pointed peak at a conventional paper speed or time scale and duration from 20 to under 70 ms, i.e. 1/50-1/15 s approximately. Main component is generally negative relative to other areas. Amplitude varies.	
	Spike-morphology-#	3	Spike-morphology	takesValue, valueClass=textClass	Free text.	"Spike-morphology and (takesValue value true) and (valueClass value ""textClass"")"
	Spike-and-slow-wave-morphology	2	Signal-morphology-property		A pattern consisting of a spike followed by a slow wave.	
	Spike-and-slow-wave-morphology-#	3	Spike-and-slow-wave-morphology	takesValue, valueClass=textClass	Free text.	"Spike-and-slow-wave-morphology and (takesValue value true) and (valueClass value ""textClass"")"
	Runs-of-rapid-spikes-morphology	2	Signal-morphology-property		Bursts of spike discharges at a rate from 10 to 25/sec (in most cases somewhat irregular). The bursts last more than 2 seconds (usually 2 to 10 seconds) and it is typically seen in sleep. Synonyms: rhythmic spikes, generalized paroxysmal fast activity, fast paroxysmal rhythms, grand mal discharge, fast beta activity.	
